,active,community,country,label,links,name,title
212,No,0,Sweden,movement,"[1934 Montreux Fascist conference, 4th of August Regime, 6 February 1934 crisis, Abba Ahimeir, Acerbo Law, Actual idealism, Adolf Hitler, Adolf Hitler's rise to power, Adrian Molin, Afrikaner Weerstandsbeweging, Agostino Lanzillo, Ahnenerbe, Ailtirí na hAiséirghe, Albanian Fascist Militia, Albanian Fascist Party, Alfred Ploetz, Alfred Rosenberg, Alfredo Rocco, Allach , Alphonse de Châteaubriant, Alt-right, Alternative for Sweden, American Nazi Party, An Essay on the Inequality of the Human Races, Anastasy Vonsiatsky, Ante Pavelić, Anti-Comintern Pact, Anti-Nazi League, Anti-communism, Anti-fascism, Antisemitism, Ardengo Soffici, Arditi, Aria Party, Arrow Cross Party, Art of the Third Reich, Arthur de Gobineau, Aryan race, Austrian National Socialism, Austrofascism, Authoritarianism, Aventine Secession , Axis powers, Azure Party, Beer Hall Putsch, Benito Mussolini, Bevara Sverige Svenskt, Birger Furugård, Black Brigades, Black Front, Black Front , Blackshirts, Blood and Soil, Blue Shirts Society, Blueshirts, Brazilian Integralism, Breton Social-National Workers' Movement, Brit HaBirionim, British Fascism, British Fascists, British People's Party , British Union of Fascists, Canadian Union of Fascists, Carl-Ehrenfried Carlberg, Carl Schmitt, Carlo Costamagna, Chamber of Fasci and Corporations, Christofascism, Class collaboration, Clerical People's Party, Clerical fascism, Colonel, Conservatism, Corfu incident, Corneliu Zelea Codreanu, Corporatism, Criticism of democracy, Crusade of Romanianism, Crypto-fascism, Curzio Malaparte, Das Reich , Das Schwarze Korps, Definitions of fascism, Democratic Fascist Party, Denazification, Deportation, Der Angriff, Der Stürmer, Deutsche Allgemeine Zeitung, Deutsche Zeitung in Norwegen, Deutsche Zeitung in den Niederlanden, Deutsches Jungvolk, Dictatorship, Dimitrije Ljotić, Dionisio Ridruejo, Doctors' trial, Early timeline of Nazism, Economic interventionism, Economics of fascism, Einsatzgruppen, ...]",National Socialist Bloc,national_socialist_bloc
213,Yes,4,Italy,movement,"[Administer Trentino, Alto Adige in the Heart, Anti-Zionism, Article 1 – Democratic and Progressive Movement, Associative Movement Italians Abroad, Autonomy Liberty Participation Ecology, Autonomy and Rights, Benito Mussolini, Brothers of Italy, Carlo Gariglio, CasaPound, Christian Popular Union, Citizens' Union for South Tyrol, Civic Choice, Civic Commitment, Communist Refoundation Party, Democracy and Autonomy, Democratic Centre , Democratic Party , Die Freiheitlichen, Direction Italy, Diventerà Bellissima, Edelweiss , Elections in Italy, Energies for Italy, Fascism, Federation of the Greens, Five Star Movement, For Our Valley, For the Autonomies, Forza Italia , Free and Equal , Giorgio Pisanò, Giuseppe Martorana, Greens , Independence We Veneto, Italian Communist Party , Italian Left, Italian Liberal Party , Italian Radicals, Italian Senate, Italian Social Movement, Italian Social Republic, Italian language, Italy, Italy of Values, Ladin Autonomist Union, Lega Lombarda, Lega Nord, Lega Nord Emilia, Lega Nord Friuli-Venezia Giulia, Lega Nord Liguria, Lega Nord Marche, Lega Nord Piemont, Lega Nord Romagna, Lega Nord Toscana, Lega Nord Trentino, Lega Nord Umbria, Lega Nord Valle d'Aosta, Liga Veneta, Mixed Group, Moderates , More Europe, Mouv' , Movement for the Autonomies, National Fascist Party, National socialism, Pact for Autonomy, Pact of Democrats for Reforms, Party of Sardinians, Party of Sicilians, Political spectrum, Politics of Italy, Popular Alternative, Popular Construction, Possible , Power to the People , Progressive Valdostan Union , Project Republic of Sardinia, Reality Italy, Red Moors, Responsible Autonomy, San Paolo Solbrito, Sardinian Action Party, Sardinian Democratic Union, Sardinian Reformers, Schittulli Political Movement, Slovene Union, Social credit, Solidary Democracy, South American Union Italian Emigrants, South Tyrolean Freedom, South Tyrolean People's Party, The DemoKRats, The People of Family, Third Position, Trentino Project, Trentino Tyrolean Autonomist Party, Unidos, Union for Trentino, ...]",Movimento Fascismo e Libertà (MFL),movimento_fascismo_e_libert?_(mfl)
214,?,36,Denmark,movement,[],National Socialist Workers' Party of Denmark (DNSAP),national_socialist_workers'_party_of_denmark_(dnsap)
215,No,1,United Kingdom,movement,"[A. K. Chesterton, Adam Walker , Alan Lake , Alexander Raven Thomson, Alliott Verdon Roe, Andrew Brons, Andrew Fountaine, Anglo-German Fellowship, Anne Marie Waters, Anthony Hancock , Anthony Reed Herbert, Archibald Maule Ramsay, Arnold Leese, Arthur Kemp, Arthur Wellesley, 5th Duke of Wellington, Autarky, Barry Domvile, Battle of Cable Street, Blackburn, Blackburn with Darwen, Blood & Honour, Britain First, British Brothers League, British Democratic Party, British Democratic Party , British Empire Party, British Fascists, British Freedom Party, British League of Ex-Servicemen and Women, British League of Rights, British Movement, British National Party, British National Party , British National Party election results, British People's Party , British People's Party , British Union of Fascists, British nationalism, Britons Publishing Society, Burnley, Burnley Council election, 2007, Cameroon, Candour , Capitalism, Casuals United, Christian Council of Britain, Colin Jordan, Column 88, Combat 18, Conservative Democratic Alliance, Constitutional Movement, David Copeland, David Myatt, Denis Pirie, Derek Beackon, Derek Holland , Diana Mitford, Eddy Butler, Eddy Morrison, Elections in the United Kingdom, Electoral Commission , English Defence League, English Democrats, English National Association, English independence, English nationalism, English regional assemblies, Ethnic nationalism, Europe a Nation, Euroscepticism, Flag Group, For Britain, For Darwen, Francis Yeats-Brown, Frank McLardy, Freedom Party , Gerard Wallop, 9th Earl of Portsmouth, Graham Seton Hutchison, Graham Williamson, Greater Britain Movement, Harold Elsdale Goad, Hastings Russell, 12th Duke of Bedford, Henry Drummond Wolff , Henry Hamilton Beamish, Henry Williamson, Heysham, Ian Anderson , Ian Stuart Donaldson, Imperial Fascist League, International Third Position, Islamophobia, J. F. C. Fuller, Jack Buckby, Jack Renshaw , James Larratt Battersby, Jayda Fransen, Jeffrey Hamm, Jesus, John Amery, John Bean, ...]",England First Party,england_first_party
216,No,37,Switzerland,movement,[],National Union,national_union
217,,2,Lithuania,party,"[15 min, Algimantas Dumbrava, Alita , Alliance for Direct Democracy in Europe, Almantas Petkus, Anti-establishment, Christian Conservative Social Union, Christian Democratic Union , Christian Party , Citizenship, Civic Democratic Party , Communist Party of Lithuania, Constitutional Court of the Republic of Lithuania, Democratic Labour Party of Lithuania, Digital object identifier, Donatas Laurinavičius, Egidijus Vilimas, Elections in Lithuania, Electoral Action of Poles in Lithuania, Europe of Freedom and Democracy, Europe of Freedom and Direct Democracy, European Journal of Political Research, Film, French presidential election, 2002, Front Party, Gediminas Onaitis, Homeland Union, Impeachment, Incumbent, Independence Party , Jean-Marie Le Pen, Juozas Imbrasas, Jurijus Borisovas, Kęstutis Bartkevičius, Kęstutis Trečiokas, Labour Party , Liberal Movement , Liberal Union of Lithuania, Liberal and Centre Union, Liberalism in Lithuania, Lithuania, Lithuanian Centre Party, Lithuanian Centre Union, Lithuanian Christian Democratic Party, Lithuanian Christian Democrats, Lithuanian Democratic Party, Lithuanian Farmers and Greens Union, Lithuanian Freedom Union , Lithuanian Green Party, Lithuanian Liberty League, Lithuanian Liberty Union, Lithuanian National Union, Lithuanian Peasants Party, Lithuanian People's Party, Lithuanian Russian Union, Lithuanian Social Democratic Union, Lithuanian Union of Political Prisoners and Deportees, Lithuanian language, Lithuanian municipal elections, 2007, Lithuanian parliamentary election, 2004, Lithuanian parliamentary election, 2008, Lithuanian parliamentary election, 2012, Lithuanian presidential election, 2002–2003, Lithuanian presidential election, 2004, Lithuanian presidential election, 2009, Loreta Jakinevičienė, Marija Aušrinė Pavilionienė, Modern Christian-Democratic Union, Motion of no confidence, National Democratic Party of Lithuania, National Resurrection Party, Nationalism, New Democracy Party , New Union , North Atlantic Treaty Organisation, Party of National Progress, Petras Gražulis, Plurality , Political corruption, Political spectrum, Politics of Lithuania, Populism, President of Lithuania, Privatization, Remigijus Žemaitaitis, Rolandas Paksas, Rolandas Pavilionis, Russia, Samogitia, Samogitian Party, Seimas, Social Democratic Labour Party of Lithuania, Social Democratic Party of Lithuania, Soft Euroscepticism, Sąjūdis, The Way of Courage, Unicameralism, Unified Lithuanian National Workers Movement, Union for Europe of the Nations, Valdas Adamkus, ...]",Order and Justice,order_and_justice
218,Yes,1,Sweden,movement,"[Adolf Hitler, Adrian Molin, Afrikaner Weerstandsbeweging, Aftonbladet, Albert Spaggiari, Alexander Barkashov, Alternative for Sweden, American Front, American Nazi Party, Anders Behring Breivik, Andrew Anglin, Antipodean Resistance, Artgemeinschaft, Arthur J. Jones, Aryan Guard, Aryan Nations, Aryan Republican Army, Atomwaffen Division, Azov Battalion, Bela Ewald Althans, Bert Eriksson, Bevara Sverige Svenskt, Birger Furugård, Black Order , Blanke Bevrydingsbeweging, Bloed, Bodem, Eer en Trouw, Blood & Honour, Borlänge, Bosnian Movement of National Pride, British Movement, CEDADE, Canadian Nazi Party, Carl-Ehrenfried Carlberg, Christian Worch, Colin Jordan, Colin King-Ansell, Combat 18, Corneliu Codreanu, Creativity , Danish language, David Lane , David Myatt, Davud Monshizadeh, Denmark, Deutsche Heidnische Front, Deutsche Reichspartei, Discord , Don Black , Elof Eriksson, Ernst Zündel, Eugène Terre'Blanche, European Liberation Front, European Social Movement, European Workers Party, Euroscepticism, Eustace Mullins, Expo , Finland, Finnish language, Florentine Rost van Tonningen, Francis Parker Yockey, Franco Freda, Françoise Dior, Free German Workers' Party, Fritz Rössler, Gary Lauck, Gary Schipper, Gaston-Armand Amaudruz, George Burdi, George Lincoln Rockwell, German Alternative, German Social Union , Gesinnungsgemeinschaft der Neuen Front, Golden Dawn , Gottfried Küssel, Göteborg, Göteborg Book Fair, Göteborgsposten, H. Keith Thompson, Haakon Forwald, Hammerskins, Hampus Hellekant, Hans-Ulrich Rudel, Harold Covington, Heathen Front, Heritage Front, Homophobia, Horst Mahler, Horst Rosenkranz, Hungarian National Front, Ian Stuart Donaldson, Iceland, Icelandic language, Immigration, Info-14, István Győrkös, Jack van Tongeren, Jackie Arklöv, Jacques de Mahieu, James H. Madole, ...]",Swedish Resistance Movement (Swedish: Svenska motståndsrörelsen (SMR)),swedish_resistance_movement_(swedish:_svenska_motst?ndsr?relsen_(smr))
219,No,0,Netherlands,movement,"[1934 Montreux Fascist conference, 23rd SS Volunteer Panzer Grenadier Division Nederland, 34th SS Volunteer Grenadier Division Landstorm Nederland, 4th SS Volunteer Panzergrenadier Brigade Netherlands, 4th of August Regime, 6 February 1934 crisis, Abba Ahimeir, Acerbo Law, Actual idealism, Adolf Hitler, Afrikaner Weerstandsbeweging, Agostino Lanzillo, Ahnenerbe, Ailtirí na hAiséirghe, Albanian Fascist Militia, Albanian Fascist Party, Alfred Haighton, Alfred Ploetz, Alfred Rosenberg, Alfredo Rocco, Allach , Alphonse de Châteaubriant, Alt-right, Anastasy Vonsiatsky, Ante Pavelić, Anti-Comintern Pact, Anti-Nazi League, Anti-communism, Anti-fascism, Anton Mussert, Ardengo Soffici, Arditi, Arnold Meijer, Arrow Cross Party, Art of the Third Reich, Austrian National Socialism, Austrofascism, Authoritarianism, Aventine Secession , Axis powers, Beer Hall Putsch, Benito Mussolini, Biographical Dictionary of the Extreme Right Since 1890, Black Brigades, Black Front , Blackshirts, Blue Shirts Society, Blueshirts, Brazilian Integralism, Breton Social-National Workers' Movement, Brit HaBirionim, British Fascism, British Fascists, British People's Party , British Union of Fascists, Canadian Union of Fascists, Carel Gerretson, Carl Schmitt, Carlo Costamagna, Chamber of Fasci and Corporations, Christofascism, Class collaboration, Clerical People's Party, Clerical fascism, Conservatism, Corfu incident, Cornelis van Geelkerken, Corneliu Zelea Codreanu, Corporatism, Crusade of Romanianism, Crypto-fascism, Curzio Malaparte, Daniël de Blocq van Scheltinga, Das Reich , Das Schwarze Korps, Definitions of fascism, Democratic Fascist Party, Denazification, Der Angriff, Der Stürmer, Deutsche Allgemeine Zeitung, Deutsche Zeitung in Norwegen, Deutsche Zeitung in den Niederlanden, Dictatorship, Dimitrije Ljotić, Dionisio Ridruejo, Dutch Fascist Union, Dutch general election, 1933, Dutch language, Economic interventionism, Economics of fascism, Einsatzgruppen, Enabling Act of 1933, Enrico Corradini, Eoin O'Duffy, Ernst Herman van Rappard, Esoteric Nazism, Eugenics, Faisceau, Falange Española de las JONS, ...]",Algemeene Nederlandsche Fascisten Bond,algemeene_nederlandsche_fascisten_bond
220,,3,Georgia,party,"[2007 Georgian demonstrations, Alliance of Conservatives and Reformists in Europe, Alliance of European Conservatives and Reformists, Alliance of Patriots of Georgia, Alternative Democratic Reform Party, Armenia, Australia, Beata Szydło, Canada, Centre-right, Centre-right politics, Christian-Democratic Movement , Civic Conservative Party, Civic Democratic Party , Conservative Party , Conservative Party of Canada, Croatia, Croatian Conservative Party, Cyprus, Czech Republic, Democratic Movement – United Georgia, Derk Jan Eppink, Direction Italy, Elections in Georgia, Electoral Action of Poles in Lithuania, European Commissioner for Financial Stability Financial Services and Capital Markets Union, European Conservatives and Reformists, European Council, European Democrats , Faroe Islands, Finland, Finns Party, Free Democrats , Free Georgia, Freedom and Solidarity, Georgia's Way, Georgia , Georgian Dream, Georgian Labour Party, Georgian March, Georgian Troupe, Georgian language, Georgian nationalism, Georgian presidential election, 2008, Green Party of Georgia, Iceland, Independence Party , Industry Will Save Georgia, Istiqlal Party, Italy, Jan Zahradil, Juncker Commission, Justice and Development Party , Latvia, Law and Justice, Levan Gachechiladze, Liberal Party of Australia, Lithuania, Luxembourg, Martin Callanan, Michał Kamiński, Mikheil Saakashvili, Montenegro, Morocco, Movement for Changes, Movement for Liberty - European Georgia, National Alliance , National Democratic Party , National Forum , New Direction , New Majority , New Political Center - Girchi, New Republic , New Rights, New Zealand, New Zealand National Party, Parliament of Georgia, People's Party , Poland, Political foundation at European level, Political spectrum, Politics of Georgia , Prosperous Armenia, Republican Party , Republican Party of Georgia, Romania, Slovakia, Social Democrats for the Development of Georgia, Solidarity Movement , Syed Kamall, Tavisupleba , Tbilisi, Theresa May, Timothy Kirkhope, Turkey, Ulster Unionist Party, United Kingdom, United National Movement , United States, Zviad Dzidziguri]",Conservative Party of Georgia,conservative_party_of_georgia
221,Yes,1,United Kingdom,movement,"[2011 Norway attacks, A. K. Chesterton, Abortion, Adam Walker , Adolf Hitler, Adolf Hitler's rise to power, Afrikaner Weerstandsbeweging, Aid, Alan Lake , Albert Spaggiari, Aleksandr Dugin, Alexander Barkashov, Alexander Raven Thomson, Alliott Verdon Roe, Alt-right, American Front, American Nazi Party, An Essay on the Inequality of the Human Races, Anders Behring Breivik, Andrew Anglin, Andrew Brons, Andrew Fountaine, Anglo-German Fellowship, Anne Marie Waters, Anthony Hancock , Anthony Reed Herbert, Anti-Comintern Pact, Anti-Semitism, Anti-communism, Antipodean Resistance, Antisemitism, Archibald Maule Ramsay, Aria Party, Arnold Leese, Arrow Cross Party, Artgemeinschaft, Arthur J. Jones, Arthur Kemp, Arthur Wellesley, 5th Duke of Wellington, Arthur de Gobineau, Aryan Guard, Aryan Nations, Aryan Republican Army, Aryan race, Atomwaffen Division, Australia First Party, Austria, Authoritarianism, Azov Battalion, Azure Party, Barry Domvile, Battle of Cable Street, Beer Hall Putsch, Bela Ewald Althans, Bert Eriksson, Black Front, Black Order , Blanke Bevrydingsbeweging, Bloed, Bodem, Eer en Trouw, Blog, Blood & Honour, Blood and Soil, Blue, Bosnian Movement of National Pride, Britain First, British Brothers League, British Democratic Party, British Democratic Party , British Empire Party, British Fascism, British Fascists, British Freedom Party, British League of Ex-Servicemen and Women, British League of Rights, British Movement, British National Party, British National Party , British National Party election results, British People's Party , British People's Party , British Union of Fascists, Britons Publishing Society, CEDADE, Canadian Nazi Party, Candour , CasaPound, Casuals United, Christian Council of Britain, Christian Identity, Christian Worch, City of Sunderland, Clerical fascism, Colin Jordan, Colin King-Ansell, Column 88, Combat 18, Communism, Conservative Democratic Alliance, Conservative Party , Constitutional Movement, ...]",November 9th Society,november_9th_society
222,Yes,4,Italy,movement,"[Act to Stop the Decline, Action Party , Action Party , Adriano Tilgher , Alessandra Mussolini, Alliance for Italy, Alliance of Progressives, Anti-globalization, Autonomists for Europe, Centrism , Chamber of Deputies , Christian Democracy , Christian Democracy for the Autonomies, Christian Democratic Centre, Christian Democrats for the Republic, Combatants' Party, Common Man's Front, Communist Party of Italy, Conservative Catholics , Conservatives and Reformists , Constitutional Democratic Party , Democracy is Freedom – The Daisy, Democratic Alliance , Democratic Left , Democratic Liberal Party , Democratic Party of the Left, Democratic Union , Democratic Union for the Republic, Democrats of the Left, Dissident Left, Economic Party , European Democracy, Far right, Fiamma Tricolore, Force of the South, Forza Italia, Francesco Storace, Future and Freedom, Gaston-Armand Amaudruz, Government of Change, Grand coalition , Hard euroscepticism, Historical Far Left, Historical Left, Historical Right, House of Freedoms, Italian Catholic Electoral Union, Italian Communist Party, Italian Democratic Party of Monarchist Unity, Italian Labour Party, Italian Liberal Party, Italian People's Party , Italian People's Party , Italian Radical Party, Italian Renewal, Italian Social Democratic Party, Italian Social Movement, Italian general election, 2006, Italian nationalism, Italy, Italy. Common Good, Italy Work in Progress, Jean-Marie Le Pen, Labour Democratic Party, Labour Federation , Left Ecology Freedom, Liberal Populars, Liberal Union , Moderate Party , Monarchist National Party, Movement for the Left, Movement of Unitarian Communists, National Alliance , National Democracy , National Democratic Alliance , National Fascist Party, National Front , New Centre-Right, New Force , New Pole for Italy, Organic Centre-left, Pact for Italy, Party of Italian Communists, Pentapartito, People's Monarchist Party , Pole for Freedoms, Pole of Freedoms, Pole of Good Government, Political spectrum, Popular Democratic Front , Popular Unity , Proletarian Democracy, Proletarian Unity Party , Radical Party , Rainbow Greens, Republican Fascist Party, Republican Left , Rome, Segni Pact, Senate of the Republic , ...]",Fronte Sociale Nazionale,fronte_sociale_nazionale
223,No,0,United Kingdom,movement,"[1934 Montreux Fascist conference, 1937 Social Credit backbenchers' revolt, 4th of August Regime, 6 February 1934 crisis, A. K. Chesterton, A. N. Field, Abba Ahimeir, Abolitionist Party of Canada, Acerbo Law, Actual idealism, Adam Walker , Adolf Hitler, Afrikaner Weerstandsbeweging, Agostino Lanzillo, Ahnenerbe, Ailtirí na hAiséirghe, Al Overfield, Alan Lake , Albanian Fascist Militia, Albanian Fascist Party, Alberta Social Credit Party, Alexander Raven Thomson, Alfred Ploetz, Alfred Rosenberg, Alfredo Rocco, Allach , Alliott Verdon Roe, Alphonse de Châteaubriant, Alt-right, Anastasy Vonsiatsky, Andrew Brons, Andrew Fountaine, Anglo-German Fellowship, Anne Marie Waters, Ante Pavelić, Anthony Hancock , Anthony Reed Herbert, Anti-Comintern Pact, Anti-Nazi League, Anti-Semitism, Anti-communism, Anti-fascism, Archibald Maule Ramsay, Ardengo Soffici, Arditi, Arnold Leese, Arrow Cross Party, Art of the Third Reich, Arthur Kemp, Arthur Wellesley, 5th Duke of Wellington, Australian League of Rights, Austrian National Socialism, Austrofascism, Authoritarianism, Aventine Secession , Axis powers, Barry Domvile, Battle of Cable Street, Beer Hall Putsch, Ben Greene, Benito Mussolini, Black Brigades, Black Front , Blackshirts, Blood & Honour, Blue Shirts Society, Blueshirts, Board of Deputies of British Jews, Brazilian Integralism, Breton Social-National Workers' Movement, Brit HaBirionim, Britain First, British Brothers League, British Columbia Social Credit Party, British Democratic Party, British Democratic Party , British Empire Party, British Fascism, British Fascists, British Freedom Party, British League of Ex-Servicemen and Women, British League of Rights, British Movement, British National Party, British National Party , British National Party election results, British People's Party , British People's Party , British Union of Fascists, Britons Publishing Society, Bruce Beetham, By-election, C. H. Douglas, Canada Party, Canadian Union of Fascists, Canadian social credit movement, Candour , Carl Schmitt, Carlo Costamagna, Casuals United, ...]",British People's Party (1939),british_people's_party_(1939)
224,No,0,Albania,movement,"[1934 Montreux Fascist conference, 4th of August Regime, 6 February 1934 crisis, Abba Ahimeir, Acerbo Law, Achille Starace, Actual idealism, Administrative divisions of Albania, Adolf Hitler, Afrikaner Weerstandsbeweging, Agostino Lanzillo, Ahnenerbe, Ailtirí na hAiséirghe, Albania, Albania between wars, Albanian Christian Democratic Movement, Albanian Fascist Militia, Albanian Kingdom , Albanian Kingdom , Albanian Lictor Youth, Albanian National Front Party, Albanian constitutional referendum, 1994, Albanian constitutional referendum, 1998, Albanian language, Albanian local elections, 2007, Albanian local elections, 2011, Albanian local elections, 2015, Albanian monarchy referendum, 1997, Albanian nationalism, Albanian parliamentary election, 2009, Albanian parliamentary election, 2013, Albanian parliamentary election, 2017, Albanian presidential election, 2007, Albanian presidential election, 2012, Albanian presidential election, 2017, Albanians, Alfred Ploetz, Alfred Rosenberg, Alfredo Rocco, Allach , Allies of World War II, Alphonse de Châteaubriant, Alt-right, Anastasy Vonsiatsky, Ante Pavelić, Anti-Comintern Pact, Anti-Nazi League, Anti-communism, Anti-fascism, Ardengo Soffici, Arditi, Arrow Cross Party, Art of the Third Reich, Austrian National Socialism, Austrofascism, Authoritarianism, Aventine Secession , Axis powers, Balli Kombëtar, Beer Hall Putsch, Benito Mussolini, Bernd Jürgen Fischer, Black, Black Brigades, Black Front , Blackshirts, Blue Shirts Society, Blueshirts, Brazilian Integralism, Breton Social-National Workers' Movement, Brit HaBirionim, British Fascism, British Fascists, British People's Party , British Union of Fascists, Cabinet of Albania, Canadian Union of Fascists, Carl Schmitt, Carlo Costamagna, Chamber of Fasci and Corporations, Christian Democratic Party of Albania, Christofascism, Class collaboration, Clerical People's Party, Clerical fascism, Communist Party of Albania , Conservatism, Constitution of Albania, Constitutional Court of Albania, Corfu incident, Corneliu Zelea Codreanu, Corporatism, Counties of Albania, Crusade of Romanianism, Crypto-fascism, Curzio Malaparte, Das Reich , Das Schwarze Korps, Definitions of fascism, Demochristian Party of Albania, ...]",Guard of Great Albania,guard_of_great_albania
225,No,0,Bulgaria,movement,"[1934 Montreux Fascist conference, 4th of August Regime, 6 February 1934 crisis, Abba Ahimeir, Acerbo Law, Actual idealism, Adolf Hitler, Afrikaner Weerstandsbeweging, Agostino Lanzillo, Ahnenerbe, Ailtirí na hAiséirghe, Albanian Fascist Militia, Albanian Fascist Party, Alfred Ploetz, Alfred Rosenberg, Alfredo Rocco, Allach , Alphonse de Châteaubriant, Alt-right, Anastasy Vonsiatsky, Ante Pavelić, Anti-Comintern Pact, Anti-Nazi League, Anti-communism, Anti-communist, Anti-fascism, Ardengo Soffici, Arditi, Arrow Cross Party, Art of the Third Reich, Assassination, Austrian National Socialism, Austrofascism, Authoritarianism, Aventine Secession , Axis powers, Beer Hall Putsch, Benito Mussolini, Biographical Dictionary of the Extreme Right Since 1890, Black Brigades, Black Front , Blackshirts, Blue Shirts Society, Blueshirts, Brazilian Integralism, Breton Social-National Workers' Movement, Brit HaBirionim, British Fascism, British Fascists, British People's Party , British Union of Fascists, Bulgaria, Bulgarian National Front, Bulgarian Orthodox Church, Bulgarian language, Bulgarian nationalism, Canadian Union of Fascists, Carl Schmitt, Carlo Costamagna, Chamber of Fasci and Corporations, Christofascism, Class collaboration, Clerical People's Party, Clerical fascism, Communist, Conservatism, Corfu incident, Corneliu Zelea Codreanu, Corporatism, Crusade of Romanianism, Crypto-fascism, Curzio Malaparte, Das Reich , Das Schwarze Korps, Definitions of fascism, Democratic Fascist Party, Denazification, Der Angriff, Der Stürmer, Deutsche Allgemeine Zeitung, Deutsche Zeitung in Norwegen, Deutsche Zeitung in den Niederlanden, Dictatorship, Dimitrije Ljotić, Dionisio Ridruejo, Economic interventionism, Economics of fascism, Einsatzgruppen, Elections in Bulgaria, Enabling Act of 1933, Enrico Corradini, Eoin O'Duffy, Esoteric Nazism, Eugenics, Faisceau, Falange Española de las JONS, Falangism, Falangism in Latin America, Fall of the Fascist regime in Italy, Fascio, ...]",Union of Bulgarian National Legions,union_of_bulgarian_national_legions
226,No,0,Croatia,movement,"[13th Waffen Mountain Division of the SS Handschar , 1934 Montreux Fascist conference, 1st Belgrade Special Combat detachment, 21st Waffen Mountain Division of the SS Skanderbeg, 23rd Waffen Mountain Division of the SS Kama , 369th , 373rd , 392nd , 4th of August Regime, 6 February 1934 crisis, Abba Ahimeir, Acerbo Law, Actual idealism, Ademaga Mešić, Adolf Hitler, Afrikaner Weerstandsbeweging, Agostino Lanzillo, Ahnenerbe, Ailtirí na hAiséirghe, Air Force of the Independent State of Croatia, Albanian Fascist Militia, Albanian Fascist Party, Albanian Kingdom , Albanian Kingdom , Albanian Militia, Aleksandr Dugin, Alexander I of Yugoslavia, Alexander Löhr, Alfred Ploetz, Alfred Rosenberg, Alfredo Rocco, Allach , Allies of World War II, Alojzije Stepinac, Aloysius Stepinac, Alperin v. Vatican Bank, Alphonse de Châteaubriant, Alt-right, Alternate history, Anastasy Vonsiatsky, Andrija Artuković, Ante Nikšić, Ante Pavelić, Ante Starčević, Ante Vokić, Anti-Comintern Pact, Anti-Communist Volunteer Militia, Anti-Nazi League, Anti-communism, Anti-fascism, Apologist, Archbishop of Zagreb, Ardengo Soffici, Arditi, Argentina, Armed Forces of the Independent State of Croatia, Armistice between Italy and Allied armed forces, Army Group E, Army of the Independent State of Croatia, Arrow Cross Party, Art of the Third Reich, Australia, Austria-Hungary, Austrian National Socialism, Austrofascism, Autarky, Authoritarianism, Aventine Secession , Axis Powers, Axis powers, Axis powers of World War II, Aćif Hadžiahmetović, Bajo Stanišić, Balli Kombëtar, Banja Luka, Battle of Poljana, Bay of Kotor, Beatification, Beer Hall Putsch, Belgrade, Belgrade Special Police, Benito Mussolini, Berchtesgaden, Berghof , Bernd Jürgen Fischer, Biograd, Bjelovar, Black Brigades, Black Front , Black Legion , Blackshirts, Blasphemy, Bleiburg repatriations, Blue Guard , Blue Shirts Society, Blueshirts, Bogoljub Kočović, Bologna, Bolshevism, Bosnia , ...]",Ustaše,usta?e
227,No,0,Poland,movement,"[1934 Montreux Fascist conference, 4th of August Regime, 6 February 1934 crisis, Abba Ahimeir, Acerbo Law, Actual idealism, Adam Koc, Adolf Hitler, Afrikaner Weerstandsbeweging, Agostino Lanzillo, Ahnenerbe, Ailtirí na hAiséirghe, Albanian Fascist Militia, Albanian Fascist Party, Alfred Ploetz, Alfred Rosenberg, Alfredo Rocco, Allach , Alliance , Alliance of Democrats , Alphonse de Châteaubriant, Alt-right, Anastasy Vonsiatsky, Andrés Soriano, Ante Pavelić, Anti-Comintern Pact, Anti-Nazi League, Anti-Semitism, Anti-communism, Anti-fascism, Ardengo Soffici, Arditi, Arrow Cross Party, Art of the Third Reich, Austrian National Socialism, Austrofascism, Authoritarianism, Aventine Secession , Axis powers, Beer Hall Putsch, Benito Mussolini, Black Brigades, Black Front , Blackshirts, Blue Shirts Society, Blueshirts, Bolesław Piasecki, Brazilian Integralism, Breton Social-National Workers' Movement, Brit HaBirionim, British Fascism, British Fascists, British People's Party , British Union of Fascists, Camp of Great Poland, Camp of National Unity, Canadian Union of Fascists, Capitalism, Carl Schmitt, Carlo Costamagna, Catholic-National Movement, Catholic People's Party , Centrolew, Chamber of Fasci and Corporations, Charles Luca, Christian Democracy , Christian National Union, Christian Union of National Unity, Christofascism, Citizens' Movement for Democratic Action, Civic Platform, Class collaboration, Clerical People's Party, Clerical fascism, Clericalism, Communist Party of Poland, Communist Party of Poland , Confederation of Independent Poland, Congress of the New Right, Conservatism, Conservative People's Party , Corfu incident, Corneliu Zelea Codreanu, Corporatism, Crusade of Romanianism, Crypto-fascism, Curzio Malaparte, Das Reich , Das Schwarze Korps, Definitions of fascism, Democratic Fascist Party, Democratic Left Alliance, Democratic Party – demokraci.pl, Democratic Union , Denazification, Der Angriff, Der Stürmer, Detention Camp Bereza Kartuska, Deutsche Allgemeine Zeitung, Deutsche Zeitung in Norwegen, ...]",National Radical Movement-Falanga (RNR-Falanga),national_radical_movement_falanga_(rnr_falanga)
